,title,date,stock
6210,"AAON Announces Acquisition Of WattMasters Control, Terms Not Disclosed",2018-03-01 07:01:00-05:00,AAON
6211,"AAON Reports Q4 EPS $0.30 vs $0.24 Est., Sales $104.2M vs $105.4M Est.",2018-02-27 07:45:00-05:00,AAON
6212,"Aaron's Q3 EPS $0.28 vs $0.29 Est., Sales $113.7M vs $111.8M Est.",2017-11-02 06:11:00-04:00,AAON
6213,"AAON Q1 EPS $0.19 vs $0.21 Est, Sales $86.08M vs $87.58M Est",2017-05-04 07:26:00-04:00,AAON
6214,"AAON Reports Q4 EPS $0.24 vs $0.25 Est., Sales $91.7M vs $100M Est.",2017-02-23 07:06:00-05:00,AAON
6215,"10 Stocks That Rallied For Three Days On Increasing Volume, No News",2016-11-14 05:25:00-05:00,AAON
6216,AAON Increases Semi-Annual Dividend From $0.11 To $0.13/Share,2016-11-09 07:09:00-05:00,AAON
6217,"AAON Reports Q3 EPS $0.29 vs. Est. $0.28, Rev. $104.6M vs. Est. $105.5M",2016-11-03 07:03:00-04:00,AAON
6218,10 Stocks Which Plummeted Three Days On Increasing Volume,2016-10-20 06:50:00-04:00,AAON
6219,Benzinga's Top Initiations,2016-10-13 09:39:00-04:00,AAON
6220,18 Stocks Moving In Thursday's Pre-Market Session,2016-10-13 08:48:00-04:00,AAON
6221,"Jefferies Initiates Coverage On AAON, Inc. - Common Stock at Buy, Announces $30.00",2016-10-13 07:05:00-04:00,AAON
6222,"AAON Reports Q2 EPS $0.27 vs. Est. $0.25, Rev. $102.3M vs. Est. $98M",2016-08-04 07:06:00-04:00,AAON
6223,Angela Kouplen Elected to AAON Board,2016-05-25 11:17:00-04:00,AAON
6224,AAON announces up to $25 M Share Buyback,2016-05-25 11:14:00-04:00,AAON
6226,"AAON Reports Q1 EPS $0.20 vs. Est. $0.19, Rev. $85.4M vs. Est. $81.9M",2016-05-05 07:36:00-04:00,AAON
6227,"AAON Reports Q4 EPS $0.24 vs $0.21 Est., Sales $97.2M vs $85.3M Est.",2016-02-25 07:19:00-05:00,AAON
6228,AAON Reports $25M Buyback,2015-11-02 12:59:00-05:00,AAON
6229,"AAON Inc Reports Q3 EPS $0.24 Vs Est $0.26, Sales $94.4M Vs Est $105.98M",2015-11-02 07:03:00-05:00,AAON
6230,"AAON Reports Q2 EPS $0.20 vs. Est. $0.23, Rev. $90.3M vs. Est. $96.59M",2015-08-06 07:30:00-04:00,AAON
6231,"Aaron's Sees FY15 Adj. EPS $2.15-$2.35 vs $2.15 Est., Q2 Comps Down 4.4%",2015-07-24 07:17:00-04:00,AAON
6232,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROI,2015-06-30 05:41:00-04:00,AAON
6233,"AAON Raises Semi-Annual Dividend from $0.09 to $0.11/Share, Announces Added 2.75M Share Buyback Plan",2015-05-20 12:49:00-04:00,AAON
6234,"AAON Inc Reports Q1 EPS $0.15 Vs Est $0.16, Sales $76.768 Vs Est $78.08M",2015-05-07 07:13:00-04:00,AAON
6235,Top 4 NASDAQ Stocks In The General Building Materials Industry With The Highest ROA,2015-04-21 04:30:00-04:00,AAON
6236,"Aaon Q4 EPS $0.19 vs $0.19, Revenue $84.7M vs $82.3M",2015-02-27 06:04:00-05:00,AAON
6237,"Earnings Scheduled For February 27, 2015",2015-02-27 05:14:00-05:00,AAON
6238,"DA Davidson Initiates Coverage on AAON at Neutral, Announces $25.00 PT",2015-02-02 16:42:00-05:00,AAON
6239,"AAON, Inc. Reports Q3 EPS of $0.22 vs $0.23 Est; Revenue of $102.90M vs $94.18M Est",2014-11-06 07:13:00-05:00,AAON
6240,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROI,2014-10-14 05:07:00-04:00,AAON
6241,"NASDAQ Saying Halts in AAON, Atlantic American, Atlas Air Related to Manual Error, No News Expected Out of Cos.",2014-09-24 13:59:00-04:00,AAON
6242,"Shares of Three 'Double-A' NASDAQ-Listed Ticker Stocks Halted Unexpectedly, Could Be A Technical Issue: Atlas Air (AAWW), AAON (AAON), Atlantic American (AAME)",2014-09-24 13:28:00-04:00,AAON
6243,"AAON Reports Board Has Authorized Resumption of Buyback Plan, Has Balance 1.35M Shares",2014-08-25 07:13:00-04:00,AAON
6244,"AAON, Inc. Reports Q2 EPS of $0.20 vs $0.23 Est; Expecting FY Sales, Earnings Growth YoY",2014-08-07 07:16:00-04:00,AAON
6245,AAON Announces 3 For 2 Split,2014-06-05 07:01:00-04:00,AAON
6246,Mid-Day Market Update: US Stocks Edge Higher; BroadSoft Shares Slip After Downbeat Earnings,2014-05-05 12:26:00-04:00,AAON
6247,Mid-Morning Market Update: Markets Drop; Pfizer Posts Lower Revenue,2014-05-05 10:23:00-04:00,AAON
6248,Morning Market Movers ,2014-05-05 09:45:00-04:00,AAON
6249,"AAON, Inc. Reports Q1 EPS of $0.26 vs $0.17 Est",2014-05-05 07:07:00-04:00,AAON
6250,"Earnings Scheduled For March 13, 2014",2014-03-13 04:51:00-04:00,AAON
6251,"AAON, Inc. Reports Q3 EPS of $0.28 vs $0.26 Est; Revenue of $89.70M vs $79.51M Est",2013-11-07 07:03:00-05:00,AAON
6252,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest Profit Margin,2013-10-02 04:17:00-04:00,AAON
6253,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest Operating Margin,2013-09-30 05:30:00-04:00,AAON
6254,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Lowest PEG Ratio,2013-08-21 05:08:00-04:00,AAON
6255,"AAON, Inc. Reports Q2 EPS of $0.33 vs $0.27 Est; Revenue of $91.20M, Up 9% YOY",2013-08-08 07:10:00-04:00,AAON
6256,"AAON Announces 3-for-2 Stock Split, Raises Semi-Annual Dividend to $0.10/Share",2013-05-22 07:07:00-04:00,AAON
6257,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROE ,2013-05-17 04:38:00-04:00,AAON
6258,"AAON, Inc. Reports Q1 EPS of $0.29 vs $0.24 Est; Revenue of $66.80M",2013-05-09 08:21:00-04:00,AAON
6259,US Stock Futures Up Ahead Of Economic Data,2013-03-14 06:24:00-04:00,AAON
6260,"Earnings Scheduled For March 14, 2013",2013-03-14 04:25:00-04:00,AAON
6261,Top 4 NASDAQ Stocks In The General Building Materials Industry With The Highest Revenue,2012-11-26 02:08:00-05:00,AAON
6262,AAON Reports Q2 EPS $0.38 May Not Compare to $0.23 Est; Revenues $83.3M May Not Compare to $72.53M Est,2012-08-08 07:48:00-04:00,AAON
6263,AAON Reports Q2 EPS $0.38 vs $0.23 Est; Revenues $83.3 vs $72.53M Est,2012-08-08 07:13:00-04:00,AAON
6264,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest Operating Margin,2012-08-08 04:01:00-04:00,AAON
6265,Top 4 NASDAQ Stocks In The General Building Materials Industry With The Highest Cash,2012-06-20 02:54:00-04:00,AAON
6266,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest Dividend Yield,2012-05-21 02:10:00-04:00,AAON
6267,AAON Reports Q1 EPS $0.18 vs $0.19 Est; Revenues $65M vs $64.71M Est,2012-05-08 07:04:00-04:00,AAON
6268,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest EPS,2012-04-25 03:33:00-04:00,AAON
6269,Top 4 Stocks In The General Building Materials Industry With The Highest Profit Margin,2012-03-07 04:28:00-05:00,AAON
6270,Top 4 Stocks In The General Building Materials Industry With The Highest Operating Margin,2012-01-09 06:49:00-05:00,AAON
6271,Top 4 Stocks In The General Building Materials Industry With The Highest Operating Margin,2012-01-09 03:56:00-05:00,AAON
6272,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROE,2011-11-23 04:30:00-05:00,AAON
6273,AAON Reports Q3 EPS $0.23 vs $0.25 Est; Revenues $73.80M vs $ 73.97M Est				,2011-11-08 07:34:00-05:00,AAON
6274,Earnings Scheduled For November 8,2011-11-08 04:09:00-05:00,AAON
6275,Earnings Scheduled For August 4,2011-08-04 03:53:00-04:00,AAON
6276,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Lowest PEG Ratio,2011-07-01 00:23:00-04:00,AAON
6277,Top 4 Small-Cap Stocks In The General Building Materials Industry With The Lowest PEG Ratio,2011-06-21 00:17:00-04:00,AAON
6278,"Top Chemical Manufacturing Stocks pick to buy- FSI, VHI, SMG, LXU, TNH, SHI, BAK, CF, RTK, GRA, NANX…",2011-05-09 04:45:00-04:00,AAON
6279,AAON Reports 3-for-2 Stock Split (AAON),2011-05-05 07:11:00-04:00,AAON
6280,"Top 4 Small-Cap Stocks In The General Building Materials Industry With The Highest ROE (AAON, AMN, ACO, NX)",2011-04-18 00:47:00-04:00,AAON
6281,AAON Reports Q4 EPS of $0.35,2011-03-10 07:15:00-05:00,AAON
6282,"Earnings Scheduled For March 10 (NSM, PLL, KIRK, ARO, BKE, MTN, ACAD, JMBA, ZUMZ, AAON, SWHC, AVII, LCUT, RAVN)",2011-03-10 02:51:00-05:00,AAON
6283,"Top 4 Stocks In The General Building Materials Industry With The Highest Cash (FAST, TECUA, APOG, AAON)",2011-02-23 02:57:00-05:00,AAON
6284,"Top 4 Stocks In The General Building Materials Industry With The Highest Profit Margin (OC, AAON, FAST, VAL)",2010-11-15 03:45:00-05:00,AAON
6285,AAON Declares Semi-Annual Dividend of $.18,2010-11-10 07:28:00-05:00,AAON
6286,Standpoint Research Downgrades AAON ,2010-06-18 12:12:00-04:00,AAON
6287,"Top 5 Small-Cap NASDAQ Stocks In The Industrial Goods Sector With The Highest Return On Equity (RINO, SWHC, AAON, MIDD, MTRX)",2010-05-10 06:44:00-04:00,AAON
6288,"Stocks That Crossed 52-Week Highs (TDSC, AAON, ACTG, AAME, BBSI)",2010-04-29 15:34:00-04:00,AAON
6289,"Stocks That Crossed 52-Week Highs (TDSC, AAON, ACTG, AAME, BBSI)",2010-04-28 15:15:00-04:00,AAON
6290,"Stocks That Crossed 52-Week Highs (AAON, BECN, CADE, CCBG, CMRG)",2010-04-23 15:38:00-04:00,AAON
6291,"Stocks That Created New 52-Week Highs (AAON, ACOR, ADTN, ADVS, ATSG)",2010-04-14 15:28:00-04:00,AAON
6292,"Top 5 Stocks For March 15, 2010 (AAON, OSTK, UBS, PFE, TIF)",2010-03-15 07:32:00-04:00,AAON
6293,AAON Added to Standard & Poor's SmallCap 600 Index,2009-08-13 10:59:00-04:00,AAON
6294,AAON Reports Second Quarter Results,2009-08-10 07:00:00-04:00,AAON
6295,"Advance Auto Parts Reports Multiyear Partnership With NASCAR, No Terms Disclosed",2020-06-10 09:07:00-04:00,AAP
6296,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Raises Price Target to $148",2020-05-21 07:55:00-04:00,AAP
6297,"Guggenheim Maintains Buy on Advance Auto Parts, Raises Price Target to $158",2020-05-20 10:50:00-04:00,AAP
6298,"Wedbush Maintains Outperform on Advance Auto Parts, Raises Price Target to $150",2020-05-20 09:15:00-04:00,AAP
6299,"UBS Maintains Buy on Advance Auto Parts, Raises Price Target to $154",2020-05-20 08:38:00-04:00,AAP
6300,"Nomura Instinet Maintains Neutral on Advance Auto Parts, Raises Price Target to $130",2020-05-20 07:47:00-04:00,AAP
6301,44 Stocks Moving In Tuesday's Mid-Day Session,2020-05-19 12:48:00-04:00,AAP
6302,"CFRA Maintains Hold on Advance Auto Parts, Lowers Price Target to $135",2020-05-19 10:54:00-04:00,AAP
6303,Advance Auto Parts shares are trading higher despite reporting worse-than-expected Q1 earnings results.,2020-05-19 07:21:00-04:00,AAP
6304,28 Stocks Moving in Tuesday's Pre-Market Session,2020-05-19 07:20:00-04:00,AAP
6305,Recap: Advance Auto Parts Q1 Earnings,2020-05-19 07:17:00-04:00,AAP
6306,"Advance Auto Parts Q1 Adj. EPS $0.910 Misses $1.750 Estimate, Sales $2.700B Miss $2.740B Estimate",2020-05-19 06:31:00-04:00,AAP
6307,A Peek Into The Markets: US Stock Futures Edge Lower Following Monday's Rally,2020-05-19 06:00:00-04:00,AAP
6308,"Earnings Scheduled For May 19, 2020",2020-05-19 04:51:00-04:00,AAP
6309,"6 Stocks To Watch For May 19, 2020",2020-05-19 04:02:00-04:00,AAP
6310,"Wells Fargo Maintains Equal-Weight on Advance Auto Parts, Raises Price Target to $125",2020-05-14 09:15:00-04:00,AAP
6311,"UBS Maintains Buy on Advance Auto Parts, Raises Price Target to $140",2020-05-11 09:47:00-04:00,AAP
6312,"Benzinga's Top Upgrades, Downgrades For April 21, 2020",2020-04-21 09:35:00-04:00,AAP
6313,"Guggenheim Upgrades Advance Auto Parts to Buy, Announces $153 Price Target",2020-04-21 07:57:00-04:00,AAP
6314,"B of A Securities Maintains Buy on Advance Auto Parts, Raises Price Target to $138",2020-04-20 08:37:00-04:00,AAP
6315,Advance Auto Parts Option Alert: Sep 18 $115 Calls Sweep (12) above Ask!: 2500 @ $12.967 vs 86 OI; Earnings 5/20 Before Open [est] Ref=$106.73,2020-04-13 15:21:00-04:00,AAP
6316,Advance Auto Parts Reports On Thursday To Withdraw Full-Year FY20 Guidance; The Company Also Reported To Suspend Buybacks,2020-04-13 09:35:00-04:00,AAP
6317,"Nomura Maintains Neutral on Advance Auto Parts, Lowers Price Target to $107",2020-04-13 08:56:00-04:00,AAP
6318,"UBS Maintains Buy on Advance Auto Parts, Lowers Price Target to $135",2020-04-03 10:13:00-04:00,AAP
6319,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $135",2020-04-02 09:02:00-04:00,AAP
6320,"Wells Fargo Maintains Equal-Weight on Advance Auto Parts, Raises Price Target to $95",2020-04-01 10:36:00-04:00,AAP
6321,Vivus Shares Rally On Accelerated Telemedicine Launch,2020-03-31 11:23:00-04:00,AAP
6322,"Wells Fargo Earlier Maintained Equal-Weight on Advance Auto Parts, Lowered Price Target to $85",2020-03-23 13:55:00-04:00,AAP
6323,Stocks That Hit 52-Week Lows On Monday,2020-03-23 10:34:00-04:00,AAP
6324,"Nomura Maintains Neutral on Advance Auto Parts, Lowers Price Target to $115",2020-03-19 09:55:00-04:00,AAP
6325,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $175",2020-03-17 08:46:00-04:00,AAP
6326,Stocks That Hit 52-Week Lows On Monday,2020-03-16 11:51:00-04:00,AAP
6327,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,AAP
6328,Stocks That Hit 52-Week Lows On Friday,2020-03-06 11:22:00-05:00,AAP
6329,Stocks That Hit 52-Week Lows On Thursday,2020-03-05 10:29:00-05:00,AAP
6330,Auto Parts Submarket Looking Good: AutoZone Surpasses Earnings Estimates,2020-03-04 11:49:00-05:00,AAP
6331,Stocks That Hit 52-Week Lows On Friday,2020-02-28 10:16:00-05:00,AAP
6332,Stocks That Hit 52-Week Lows On Thursday,2020-02-27 10:23:00-05:00,AAP
6333,"Nomura Maintains Neutral on Advance Auto Parts, Lowers Price Target to $150",2020-02-20 10:20:00-05:00,AAP
6334,10 Biggest Price Target Changes For Wednesday,2020-02-19 08:39:00-05:00,AAP
6335,"Stephens & Co. Maintains Equal-Weight on Advance Auto Parts, Raises Price Target to $160",2020-02-19 08:15:00-05:00,AAP
6336,"RBC Capital Maintains Outperform on Advance Auto Parts, Raises Price Target to $170",2020-02-19 08:04:00-05:00,AAP
6337,"UBS Maintains Buy on Advance Auto Parts, Lowers Price Target to $180",2020-02-19 07:51:00-05:00,AAP
6338,80 Biggest Movers From Yesterday,2020-02-19 04:28:00-05:00,AAP
6339,46 Stocks Moving In Tuesday's Mid-Day Session,2020-02-18 12:23:00-05:00,AAP
6340,"CFRA Maintains Hold on Advance Auto Parts, Lowers Price Target to $155",2020-02-18 11:24:00-05:00,AAP
6341,Advance Auto Parts Yesterday Announced An Increased In Its Quarterly Cash Dividend From $0.06 To $0.25/Share,2020-02-18 10:15:00-05:00,AAP
6342,Advance Auto Parts shares are trading higher after the company reported better-than-expected Q4 EPS results.,2020-02-18 08:26:00-05:00,AAP
6343,Advanced Auto Parts Sees FY20 Sales $9.88B-$10.10B vs $9.93B Est.,2020-02-18 06:32:00-05:00,AAP
6344,"Advance Auto Parts Q4 Adj. EPS $1.64 Beats $1.36 Estimate, Sales $2.11B Miss $2.12B Estimate",2020-02-18 06:31:00-05:00,AAP
6345,"9 Stocks To Watch For February 18, 2020",2020-02-18 04:42:00-05:00,AAP
6346,"Earnings Scheduled For February 18, 2020",2020-02-18 04:23:00-05:00,AAP
6347,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $180",2020-02-13 08:44:00-05:00,AAP
6348,"Wells Fargo Maintains Equal-Weight on Advance Auto Parts, Lowers Price Target to $140",2020-02-11 10:04:00-05:00,AAP
6349,"Advance Auto Parts shares are trading lower in sympathy with the overall market after the second U.S. coronavirus case was confirmed. If the outbreak continues to worsen, it could potentially cause an economic slowdown.",2020-01-24 10:59:00-05:00,AAP
6350,Atlantic Equities Downgrades Advance Auto Parts to Neutral,2020-01-23 07:37:00-05:00,AAP
6351,7 Stocks To Buy On 'Phase One' Trade Deal,2020-01-15 15:21:00-05:00,AAP
6352,10 Biggest Price Target Changes For Monday,2020-01-13 08:12:00-05:00,AAP
6353,"JP Morgan Downgrades Advance Auto Parts to Neutral, Lowers Price Target to $163",2020-01-13 06:54:00-05:00,AAP
6354,"Advance Auto Parts Announces Purchase Of DieHard Brand From Transformco , Utilizing $200M Cash On Hand",2019-12-23 11:42:00-05:00,AAP
6355,'Advance Auto Parts to buy DieHard brand from Sears for $200 million in cash deal' -CNBC,2019-12-23 10:02:00-05:00,AAP
6356,"Advance Auto Parts shares are trading higher in sympathy with AutoZone, which reported strong Q1 results.",2019-12-10 10:46:00-05:00,AAP
6357,"Nomura Maintains Neutral on Advance Auto Parts, Lowers Price Target to $160",2019-11-13 09:43:00-05:00,AAP
6358,74 Biggest Movers From Yesterday,2019-11-13 04:42:00-05:00,AAP
6359,50 Stocks Moving In Tuesday's Mid-Day Session,2019-11-12 12:12:00-05:00,AAP
6360,Advance Auto Parts shares are trading lower despite the company reporting better-than-expected Q3 EPS and sales results. The company also announced a $700 million buyback.,2019-11-12 09:00:00-05:00,AAP
6361,"Advance Auto Parts Reports Q3 Earnings Beat, Reaffirms Guidance",2019-11-12 07:54:00-05:00,AAP
6362,28 Stocks Moving in Tuesday's Pre-Market Session,2019-11-12 07:15:00-05:00,AAP
6363,Advance Auto Parts Reaffirms FY19 Sales Guidance Of $9.65B-$9.75B vs $9.72B Est.,2019-11-12 06:31:00-05:00,AAP
6364,Advance Auto Parts Announces $700M Buyback,2019-11-12 06:31:00-05:00,AAP
6365,"Advance Auto Parts Q3 Adj. EPS $2.1 Beats $2.05 Estimate, Sales $2.31B Beat $2.3B Estimate",2019-11-12 06:30:00-05:00,AAP
6366,"10 Stocks To Watch For November 12, 2019",2019-11-12 04:25:00-05:00,AAP
6367,"Earnings Scheduled For November 12, 2019",2019-11-12 04:17:00-05:00,AAP
6368,Advance Auto Parts Q3 Earnings Outlook,2019-11-11 13:20:00-05:00,AAP
6369,"Benzinga's Top Upgrades, Downgrades For November 8, 2019",2019-11-08 09:33:00-05:00,AAP
6370,"Nomura Initiates Coverage On Advance Auto Parts with Neutral Rating, Announces $162 Price Target",2019-11-08 06:01:00-05:00,AAP
6371,"UBS Maintains Buy on Advance Auto Parts, Raises Price Target to $186",2019-11-04 07:31:00-05:00,AAP
6372,Raymond James Reinstates Market Perform on Advance Auto Parts,2019-10-08 07:59:00-04:00,AAP
6373,Advance Auto Parts shares are trading higher. Not currently seeing any news to justify price action.,2019-09-23 12:35:00-04:00,AAP
6374,"Benzinga's Top Upgrades, Downgrades For September 13, 2019",2019-09-13 09:56:00-04:00,AAP
6375,A Peek Into The Markets: US Stock Futures Surge Ahead Of Economic Reports,2019-09-13 07:13:00-04:00,AAP
6376,"Citigroup Upgrades Advance Auto Parts to Buy, Raises Price Target to $188",2019-09-13 06:41:00-04:00,AAP
6377,"Advance Auto Parts shares trading higher with other stocks in auto retail space. A Morgan Stanley analyst suggested recent pullback in Advance Auto Parts shares presented ""a good buying opportunity.""",2019-09-10 14:21:00-04:00,AAP
6378,Stocks That Hit 52-Week Lows On Thursday,2019-08-15 11:29:00-04:00,AAP
6379,Here Comes The Sun: Advance Auto Parts Analysts Bullish After Stormy Q2,2019-08-14 13:06:00-04:00,AAP
6380,Stocks That Hit 52-Week Lows On Wednesday,2019-08-14 12:46:00-04:00,AAP
6381,"Benzinga's Top Upgrades, Downgrades For August 14, 2019",2019-08-14 10:00:00-04:00,AAP
6382,"UBS Maintains Buy on Advance Auto Parts, Lowers Price Target to $170",2019-08-14 09:49:00-04:00,AAP
6383,10 Biggest Price Target Changes For Wednesday,2019-08-14 09:11:00-04:00,AAP
6384,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $185",2019-08-14 09:00:00-04:00,AAP
6385,"Credit Suisse Maintains Outperform on Advance Auto Parts, Lowers Price Target to $162",2019-08-14 08:14:00-04:00,AAP
6386,"Citigroup Maintains Neutral on Advance Auto Parts, Lowers Price Target to $156",2019-08-14 07:42:00-04:00,AAP
6387,Guggenheim Downgrades Advance Auto Parts to Neutral,2019-08-14 06:52:00-04:00,AAP
6388,Mid-Afternoon Market Update: Dow Rises Over 400 Points; Covetrus Shares Fall Following Downbeat Q2 Results,2019-08-13 14:32:00-04:00,AAP
6389,Mid-Day Market Update: Crude Oil Up 4%; Deciphera Pharmaceuticals Shares Spike Higher,2019-08-13 12:24:00-04:00,AAP
6390,Stocks That Hit 52-Week Lows On Tuesday,2019-08-13 11:08:00-04:00,AAP
6391,Mid-Morning Market Update: Markets Open Higher; Advance Auto Parts Misses Q2 Expectations,2019-08-13 10:19:00-04:00,AAP
6392,31 Stocks Moving In Tuesday's Pre-Market Session,2019-08-13 08:21:00-04:00,AAP
6393,Advance Auto Parts shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results. The company also narrowed its FY19 sales guidance.,2019-08-13 08:12:00-04:00,AAP
6394,Advance Auto Parts Falls After Q2 Earnings Miss,2019-08-13 07:53:00-04:00,AAP
6395,A Peek Into The Markets: US Stock Futures Edge Lower Ahead Of Consumer Price Index,2019-08-13 07:29:00-04:00,AAP
6396,Advance Auto Parts Narrows FY19 Sales Guidance From %9.56B-$9.80B To $9.65B-$9.75B,2019-08-13 06:32:00-04:00,AAP
6397,Advance Auto Parts Reports $400M Buyback,2019-08-13 06:31:00-04:00,AAP
6398,"Advance Auto Parts Q2 Adj. EPS $2 Misses $2.21 Estimate, Sales $2.3B Miss $2.36B Estimate",2019-08-13 06:30:00-04:00,AAP
6399,"7 Stocks To Watch For August 13, 2019",2019-08-13 04:40:00-04:00,AAP
6400,"Earnings Scheduled For August 13, 2019",2019-08-13 04:11:00-04:00,AAP
